,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
257,11.0,40.0,27.69,+,12.0,3.0,7.6,AT17,FRI,175.11537499999997,12.052111111111111
258,11.0,45.0,5.23,+,19.0,36.0,37.8,AT17,FRI,176.27179166666667,19.6105
259,12.0,19.0,15.33,+,5.0,49.0,40.4,AT17,FRI,184.813875,5.8278888888888885
260,12.0,30.0,49.46,+,12.0,23.0,21.6,AT17,FRI,187.7060833333333,12.389333333333331
262,13.0,42.0,43.57,+,5.0,4.0,31.5,AT17,FRI,205.68154166666665,5.0754166666666665
264,14.0,16.0,53.5,+,10.0,48.0,40.2,AT17,FRI,214.22291666666663,10.811166666666669
266,15.0,13.0,39.9,+,26.0,7.0,33.7,AT17,FRI,228.41625,26.12602777777778
268,16.0,43.0,48.69,+,17.0,15.0,48.8,AT17,FRI,250.952875,17.263555555555556
269,14.0,55.0,55.36,+,11.0,51.0,44.7,AT17,FRI,223.98066666666665,11.862416666666666
270,15.0,0.0,24.05,+,20.0,12.0,37.8,AT17,FRI,225.10020833333328,20.2105
271,15.0,11.0,9.08,+,18.0,1.0,53.8,AT17,FRI,227.7878333333333,18.03161111111111
272,15.0,15.0,3.43,+,22.0,31.0,45.4,AT17,FRI,228.76429166666665,22.52927777777777
274,15.0,34.0,17.83,+,10.0,17.0,8.4,AT17,FRI,233.57429166666665,10.285666666666666
275,15.0,47.0,30.07,+,14.0,56.0,55.7,AT17,FRI,236.87529166666664,14.948805555555555
276,14.0,33.0,46.69,-,2.0,23.0,22.5,AT17,FRI,218.44454166666665,-2.3895833333333334
277,14.0,38.0,25.93,-,1.0,0.0,1.5,AT17,FRI,219.60804166666665,-1.0004166666666667
278,11.0,5.0,35.78,+,9.0,19.0,56.3,AT17,FRI,166.39908333333332,9.332305555555555
279,10.0,20.0,8.61,+,17.0,48.0,17.4,AT17,FRI,155.03587499999998,17.804833333333335
281,9.0,42.0,2.04,+,10.0,58.0,18.3,AT17,FRI,145.50849999999997,10.97175
282,12.0,5.0,22.29,+,5.0,9.0,41.4,AT17,FRI,181.342875,5.1615
283,14.0,3.0,13.28,+,6.0,10.0,8.2,AT17,FRI,210.8053333333333,6.168944444444445
284,15.0,1.0,48.14,+,16.0,33.0,45.6,AT17,FRI,225.4505833333333,16.56266666666667
285,23.0,47.0,2.42,+,1.0,3.0,0.9,AT17,FRI,356.7600833333333,1.05025
287,10.0,58.0,47.67,+,16.0,45.0,26.0,AT17,FRI,164.698625,16.75722222222222
288,13.0,6.0,19.24,+,11.0,13.0,39.7,AT17,FRI,196.58016666666663,11.227694444444444
289,9.0,2.0,45.43,+,16.0,47.0,10.4,AT17,FRI,135.68929166666666,16.786222222222225
290,16.0,27.0,0.42,+,27.0,55.0,47.7,AT17,FRI,246.75175,27.929916666666667
291,8.0,16.0,4.4,+,11.0,24.0,49.4,AT17,FRI,124.01833333333332,11.413722222222225
292,12.0,15.0,43.82,+,17.0,9.0,17.6,AT17,FRI,183.93258333333333,17.154888888888888
294,8.0,18.0,49.74,+,4.0,6.0,31.5,AT17,FRI,124.70725,4.10875
295,13.0,23.0,2.49,+,17.0,28.0,32.9,AT17,FRI,200.76037499999995,17.475805555555553
297,0.0,29.0,0.98,+,1.0,13.0,41.7,AT17,FRI,7.254083333333333,1.22825
298,10.0,31.0,26.6,+,11.0,52.0,50.5,AT17,FRI,157.86083333333332,11.880694444444446
301,1.0,35.0,3.43,+,0.0,54.0,27.6,AT17,FRI,23.764291666666665,0.9076666666666668
302,16.0,54.0,48.44,+,26.0,18.0,41.3,AT17,FRI,253.7018333333333,26.31147222222222
305,21.0,20.0,5.0,+,7.0,53.0,50.1,AT17,FRI,320.0208333333333,7.89725
306,14.0,39.0,28.78,+,11.0,6.0,13.8,AT17,FRI,219.86991666666663,11.103833333333332
308,13.0,52.0,14.56,+,12.0,34.0,1.7,AT17,FRI,208.06066666666663,12.56713888888889
309,15.0,54.0,1.99,+,15.0,9.0,46.8,AT17,FRI,238.50829166666665,15.163
310,11.0,19.0,11.13,+,8.0,15.0,39.8,AT17,FRI,169.79637499999998,8.261055555555556
312,11.0,24.0,57.4,+,17.0,17.0,44.7,AT17,FRI,171.23916666666665,17.29575
315,13.0,20.0,17.54,+,4.0,30.0,37.4,AT17,FRI,200.0730833333333,4.510388888888889
321,8.0,20.0,25.14,+,16.0,1.0,23.2,AT17,FRI,125.10474999999998,16.02311111111111
323,12.0,54.0,34.93,+,2.0,34.0,12.4,AT17,FRI,193.64554166666665,2.570111111111111
324,16.0,28.0,6.2,+,8.0,45.0,38.0,AT17,FRI,247.0258333333333,8.760555555555555
328,15.0,22.0,35.19,+,15.0,57.0,7.6,AT17,FRI,230.646625,15.95211111111111
330,1.0,33.0,27.25,+,8.0,24.0,16.4,AT17,FRI,23.363541666666663,8.404555555555556
331,16.0,30.0,43.14,+,16.0,39.0,10.8,AT17,FRI,247.67975,16.653
332,14.0,55.0,55.27,+,11.0,51.0,41.4,AT17,FRI,223.98029166666663,11.8615
333,11.0,20.0,55.83,+,17.0,38.0,54.0,AT17,FRI,170.23262499999998,17.648333333333333
334,14.0,36.0,38.56,+,1.0,10.0,58.8,AT17,FRI,219.16066666666663,1.183
335,15.0,52.0,22.36,+,22.0,33.0,11.9,AT17,FRI,238.09316666666663,22.55330555555556
336,9.0,14.0,42.02,+,15.0,21.0,55.7,AT17,FRI,138.6750833333333,15.365472222222222
337,11.0,55.0,8.97,+,23.0,26.0,23.4,AT17,FRI,178.78737499999997,23.439833333333333
342,0.0,43.0,0.63,+,9.0,13.0,46.3,AT17,FRI,10.752625,9.229527777777776
345,8.0,32.0,24.13,+,16.0,49.0,49.1,AT17,FRI,128.10054166666663,16.830305555555555
347,14.0,32.0,57.81,+,4.0,37.0,15.1,AT17,FRI,218.240875,4.620861111111112
348,10.0,49.0,21.13,+,0.0,40.0,5.0,AT17,FRI,162.33804166666664,0.6680555555555555
349,8.0,15.0,23.21,+,11.0,57.0,15.1,AT17,FRI,123.84670833333332,11.954194444444443
350,11.0,43.0,45.53,+,19.0,23.0,33.4,AT17,FRI,175.93970833333333,19.392611111111112
354,12.0,15.0,34.18,+,13.0,56.0,35.0,AT17,FRI,183.89241666666663,13.943055555555556
355,14.0,16.0,52.94,+,10.0,48.0,26.7,AT17,FRI,214.2205833333333,10.807416666666668
356,8.0,57.0,19.46,+,24.0,11.0,42.6,AT17,FRI,134.3310833333333,24.195166666666665
357,17.0,11.0,37.98,+,58.0,3.0,30.2,AT17,FRI,257.90824999999995,58.058388888888885
360,12.0,25.0,32.09,+,19.0,26.0,15.2,AT17,FRI,186.3837083333333,19.437555555555555
361,12.0,46.0,22.48,+,7.0,53.0,27.9,AT17,FRI,191.59366666666665,7.891083333333333
363,10.0,19.0,37.94,+,0.0,19.0,55.7,AT17,FRI,154.9080833333333,0.3321388888888889
366,15.0,27.0,15.31,+,13.0,36.0,50.9,AT17,FRI,231.81379166666665,13.614138888888888
367,1.0,34.0,12.78,+,1.0,7.0,29.4,AT17,FRI,23.553249999999995,1.1248333333333334
368,8.0,9.0,23.1,+,21.0,15.0,46.2,AT17,FRI,122.34624999999998,21.262833333333333
369,2.0,54.0,37.99,+,0.0,56.0,21.9,AT17,FRI,43.65829166666666,0.9394166666666668
370,9.0,30.0,58.74,+,3.0,48.0,27.7,AT17,FRI,142.74474999999998,3.807694444444444
372,12.0,11.0,21.12,+,14.0,14.0,39.2,AT17,FRI,182.838,14.244222222222222
373,17.0,6.0,2.2,+,20.0,17.0,57.8,AT17,FRI,256.50916666666666,20.29938888888889
375,11.0,42.0,12.11,+,10.0,11.0,59.0,AT17,FRI,175.5504583333333,10.199722222222222
376,15.0,39.0,32.09,+,1.0,37.0,10.5,AT17,FRI,234.8837083333333,1.6195833333333334
379,13.0,10.0,53.44,+,2.0,28.0,41.5,AT17,FRI,197.72266666666664,2.4781944444444446
381,12.0,16.0,19.95,+,15.0,54.0,17.7,AT17,FRI,184.083125,15.904916666666669
382,17.0,12.0,23.15,+,64.0,1.0,57.1,AT17,FRI,258.0964583333333,64.03252777777777
383,15.0,18.0,45.72,+,6.0,13.0,56.1,AT17,FRI,229.6905,6.2322500000000005
391,0.0,45.0,30.46,+,0.0,47.0,46.9,AT17,FRI,11.376916666666666,0.7963611111111111
396,11.0,59.0,36.05,+,23.0,39.0,47.5,AT17,FRI,179.9002083333333,23.663194444444443
397,15.0,53.0,11.93,+,27.0,33.0,20.6,AT17,FRI,238.29970833333329,27.555722222222222
398,8.0,31.0,38.83,+,22.0,34.0,22.9,AT17,FRI,127.91179166666666,22.57302777777777
403,13.0,45.0,29.5,+,5.0,49.0,52.9,AT17,FRI,206.37291666666667,5.831361111111111
404,22.0,31.0,43.19,+,8.0,24.0,31.7,AT17,FRI,337.9299583333333,8.408805555555556
405,7.0,35.0,5.25,+,41.0,58.0,27.5,AT17,FRI,113.77187499999998,41.97430555555556
407,8.0,29.0,26.46,+,22.0,44.0,36.3,AT17,FRI,127.36024999999998,22.74341666666667
408,13.0,2.0,3.58,+,0.0,50.0,12.3,AT17,FRI,195.51491666666664,0.83675
409,17.0,1.0,15.59,+,24.0,6.0,8.4,AT17,FRI,255.3149583333333,24.10233333333333
410,8.0,19.0,32.66,+,20.0,7.0,48.8,AT17,FRI,124.88608333333332,20.130222222222223
413,16.0,29.0,18.66,+,13.0,38.0,24.0,AT17,FRI,247.32775,13.64
414,17.0,5.0,43.99,+,58.0,30.0,1.2,AT17,FRI,256.4332916666666,58.50033333333333
415,16.0,48.0,45.08,+,25.0,41.0,19.5,AT17,FRI,252.1878333333333,25.68875
418,1.0,52.0,53.79,+,0.0,10.0,5.5,AT17,FRI,28.224125,0.1681944444444444
419,15.0,4.0,50.51,+,4.0,40.0,54.8,AT17,FRI,226.2104583333333,4.681888888888889
420,15.0,36.0,21.11,+,8.0,41.0,12.1,AT17,FRI,234.0879583333333,8.686694444444445
422,9.0,0.0,18.16,+,7.0,45.0,35.5,AT17,FRI,135.07566666666665,7.759861111111111
425,15.0,21.0,22.54,+,4.0,20.0,30.1,AT17,FRI,230.34391666666664,4.341694444444444
429,14.0,9.0,16.74,+,6.0,1.0,39.4,AT17,FRI,212.31975,6.027611111111111
430,2.0,52.0,27.52,+,7.0,56.0,5.4,AT17,FRI,43.11466666666666,7.934833333333334
433,7.0,16.0,41.09,+,53.0,23.0,10.3,AT17,FRII,109.17120833333333,53.38619444444444
440,8.0,34.0,48.37,+,17.0,0.0,46.1,AT17,FRII,128.70154166666666,17.012805555555556
442,8.0,53.0,8.83,+,13.0,52.0,55.3,AT17,FRII,133.28679166666666,13.88202777777778
445,9.0,6.0,31.88,+,16.0,46.0,13.0,AT17,FRII,136.6328333333333,16.77027777777778
452,9.0,44.0,16.4,+,9.0,46.0,19.2,AT17,FRII,146.0683333333333,9.772
453,9.0,50.0,10.77,+,14.0,19.0,57.3,AT17,FRII,147.544875,14.332583333333334
454,9.0,52.0,0.52,+,24.0,22.0,29.7,AT17,FRII,148.00216666666665,24.374916666666667
458,10.0,58.0,17.46,+,19.0,52.0,9.5,AT17,FRII,164.57274999999998,19.86930555555556
460,11.0,2.0,3.91,-,1.0,16.0,18.3,AT17,FRII,165.51629166666663,-1.27175
464,11.0,13.0,32.13,-,2.0,12.0,55.2,AT17,FRII,168.383875,-2.2153333333333336
467,11.0,49.0,55.54,+,12.0,47.0,15.9,AT17,FRII,177.48141666666663,12.78775
473,12.0,43.0,57.63,+,16.0,22.0,52.7,AT17,FRII,190.990125,16.381305555555556
474,12.0,51.0,44.47,+,8.0,56.0,27.8,AT17,FRII,192.93529166666664,8.941055555555556
475,12.0,53.0,3.55,+,2.0,38.0,22.3,AT17,FRII,193.26479166666664,2.639527777777778
476,12.0,53.0,32.7,+,15.0,42.0,27.3,AT17,FRII,193.38625,15.707583333333332
480,13.0,9.0,49.66,-,0.0,12.0,36.6,AT17,FRII,197.45691666666664,-0.2101666666666666
481,13.0,20.0,21.45,+,17.0,43.0,12.4,AT17,FRII,200.089375,17.72011111111111
483,13.0,32.0,56.37,+,2.0,0.0,46.5,AT17,FRII,203.234875,2.0129166666666665
484,13.0,57.0,1.51,+,1.0,4.0,39.7,AT17,FRII,209.25629166666664,1.0776944444444445
485,13.0,57.0,4.37,+,19.0,19.0,8.1,AT17,FRII,209.2682083333333,19.318916666666667
487,14.0,24.0,56.93,+,20.0,0.0,22.7,AT17,FRII,216.2372083333333,20.00630555555556
488,14.0,25.0,50.67,+,24.0,4.0,6.7,AT17,FRII,216.46112499999995,24.068527777777778
489,14.0,28.0,31.22,-,1.0,24.0,8.7,AT17,FRII,217.1300833333333,-1.4024166666666666
490,15.0,10.0,57.03,+,7.0,51.0,24.8,AT17,FRII,227.73762499999995,7.856888888888888
494,15.0,47.0,44.23,+,20.0,52.0,41.0,AT17,FRII,236.93429166666664,20.878055555555555
495,15.0,49.0,48.98,+,21.0,25.0,39.1,AT17,FRII,237.4540833333333,21.42752777777778
497,16.0,17.0,15.75,+,21.0,7.0,29.4,AT17,FRII,244.315625,21.12483333333333
499,16.0,24.0,39.42,+,23.0,45.0,17.5,AT17,FRII,246.16424999999995,23.75486111111111
501,16.0,29.0,37.52,+,23.0,20.0,13.4,AT17,FRII,247.4063333333333,23.337055555555555
502,16.0,36.0,37.38,+,26.0,48.0,6.6,AT17,FRII,249.15575,26.80183333333333
508,17.0,24.0,18.4,+,50.0,57.0,54.0,AT17,FRII,261.07666666666665,50.965
509,17.0,42.0,51.84,+,61.0,45.0,51.0,AT17,FRII,265.71599999999995,61.76416666666667
510,7.0,14.0,35.25,+,45.0,40.0,0.1,AT17,FRII,108.646875,45.666694444444445
512,9.0,45.0,13.81,+,16.0,55.0,21.7,AT17,FRII,146.30754166666665,16.922694444444446
513,9.0,53.0,38.99,+,25.0,16.0,24.6,AT17,FRII,148.41245833333332,25.2735
514,9.0,54.0,7.03,+,21.0,22.0,35.9,AT17,FRII,148.52929166666664,21.376638888888888
515,10.0,0.0,17.51,+,0.0,5.0,23.0,AT17,FRII,150.0729583333333,0.0897222222222222
516,10.0,0.0,21.95,+,22.0,33.0,18.2,AT17,FRII,150.0914583333333,22.555055555555555
517,10.0,0.0,28.11,+,14.0,1.0,34.1,AT17,FRII,150.117125,14.02613888888889
518,10.0,14.0,16.03,+,10.0,51.0,6.3,AT17,FRII,153.56679166666663,10.85175
519,10.0,14.0,47.05,+,23.0,1.0,12.7,AT17,FRII,153.69604166666662,23.02019444444444
521,10.0,17.0,49.77,+,27.0,32.0,7.7,AT17,FRII,154.45737499999998,27.535472222222225
522,10.0,25.0,20.72,+,20.0,10.0,21.3,AT17,FRII,156.3363333333333,20.172583333333336
524,10.0,26.0,31.96,+,6.0,27.0,32.7,AT17,FRII,156.63316666666665,6.459083333333334
527,10.0,33.0,28.31,+,17.0,42.0,44.7,AT17,FRII,158.36795833333332,17.712416666666666
531,11.0,8.0,51.79,+,25.0,0.0,52.1,AT17,FRII,167.21579166666663,25.01447222222222
532,11.0,11.0,22.71,+,3.0,9.0,10.4,AT17,FRII,167.84462499999998,3.1528888888888886
533,11.0,24.0,37.45,+,4.0,56.0,18.8,AT17,FRII,171.15604166666665,4.938555555555555
535,11.0,26.0,27.13,+,12.0,20.0,34.7,AT17,FRII,171.61304166666665,12.342972222222222
536,11.0,29.0,35.97,+,0.0,15.0,17.5,AT17,FRII,172.39987499999995,0.2548611111111111
537,11.0,42.0,57.23,+,21.0,29.0,12.5,AT17,FRII,175.73845833333328,21.48680555555556
540,11.0,47.0,14.71,+,25.0,23.0,20.2,AT17,FRII,176.81129166666665,25.388944444444444
541,11.0,48.0,47.51,+,4.0,55.0,27.7,AT17,FRII,177.19795833333333,4.924361111111112
542,11.0,53.0,3.11,+,11.0,7.0,20.4,AT17,FRII,178.2629583333333,11.122333333333334
544,12.0,1.0,25.01,+,25.0,20.0,24.0,AT17,FRII,180.35420833333333,25.34
546,12.0,18.0,59.22,+,19.0,55.0,28.9,AT17,FRII,184.74675,19.924694444444444
547,12.0,20.0,28.08,+,9.0,28.0,26.9,AT17,FRII,185.117,9.47413888888889
549,12.0,32.0,5.31,-,1.0,34.0,55.1,AT17,FRII,188.022125,-1.581972222222222
551,12.0,39.0,7.16,+,5.0,19.0,24.5,AT17,FRII,189.7798333333333,5.323472222222222
555,13.0,7.0,54.01,+,6.0,42.0,15.9,AT17,FRII,196.97504166666664,6.704416666666667
557,14.0,42.0,3.43,+,25.0,5.0,4.3,AT17,FRII,220.51429166666665,25.084527777777776
558,14.0,42.0,27.11,+,14.0,31.0,39.9,AT17,FRII,220.6129583333333,14.52775
559,14.0,44.0,25.07,+,13.0,59.0,56.2,AT17,FRII,221.1044583333333,13.998944444444444
560,14.0,45.0,4.85,+,16.0,49.0,26.0,AT17,FRII,221.2702083333333,16.823888888888888
561,14.0,45.0,32.32,+,26.0,23.0,49.7,AT17,FRII,221.38466666666665,26.39713888888889
562,14.0,45.0,57.34,+,17.0,38.0,30.2,AT17,FRII,221.48891666666665,17.64172222222222
563,14.0,45.0,58.32,+,12.0,22.0,28.5,AT17,FRII,221.493,12.374583333333334
564,14.0,46.0,19.87,+,25.0,17.0,3.5,AT17,FRII,221.58279166666668,25.28430555555556
565,14.0,46.0,50.83,+,21.0,31.0,50.9,AT17,FRII,221.71179166666667,21.53080555555556
566,14.0,47.0,44.55,+,16.0,36.0,6.0,AT17,FRII,221.935625,16.601666666666667
567,14.0,48.0,42.66,+,17.0,33.0,33.2,AT17,FRII,222.17775,17.55922222222222
568,14.0,48.0,50.05,+,20.0,25.0,34.8,AT17,FRII,222.20854166666663,20.426333333333336
569,14.0,49.0,19.01,+,21.0,5.0,48.0,AT17,FRII,222.32920833333333,21.096666666666664
570,14.0,49.0,27.59,+,22.0,11.0,27.9,AT17,FRII,222.3649583333333,22.19108333333333
571,14.0,51.0,38.62,+,14.0,14.0,1.9,AT17,FRII,222.91091666666665,14.23386111111111
572,14.0,54.0,8.37,+,11.0,37.0,34.4,AT17,FRII,223.534875,11.626222222222223
573,14.0,54.0,22.75,+,25.0,39.0,55.5,AT17,FRII,223.59479166666665,25.665416666666665
574,14.0,54.0,29.16,+,20.0,15.0,26.1,AT17,FRII,223.6215,20.25725
575,14.0,54.0,42.58,+,27.0,32.0,11.3,AT17,FRII,223.67741666666663,27.536472222222223
576,14.0,55.0,7.32,+,14.0,12.0,22.2,AT17,FRII,223.7805,14.206166666666666
577,14.0,56.0,5.65,+,16.0,26.0,52.8,AT17,FRII,224.02354166666663,16.448
578,14.0,56.0,21.94,+,26.0,35.0,56.4,AT17,FRII,224.09141666666665,26.599
579,14.0,56.0,53.43,+,27.0,41.0,39.2,AT17,FRII,224.222625,27.694222222222223
580,14.0,57.0,0.72,+,13.0,47.0,6.5,AT17,FRII,224.253,13.78513888888889
581,14.0,57.0,23.36,+,24.0,59.0,17.3,AT17,FRII,224.3473333333333,24.98813888888889
582,14.0,57.0,48.71,+,25.0,6.0,35.1,AT17,FRII,224.45295833333327,25.10975
583,14.0,57.0,57.4,+,11.0,44.0,22.1,AT17,FRII,224.48916666666665,11.739472222222222
584,14.0,58.0,34.64,+,14.0,9.0,51.2,AT17,FRII,224.6443333333333,14.164222222222223
585,15.0,0.0,21.36,+,14.0,34.0,59.8,AT17,FRII,225.089,14.583277777777775
586,15.0,1.0,36.72,+,27.0,44.0,24.0,AT17,FRII,225.403,27.74
587,15.0,2.0,0.35,+,24.0,39.0,17.8,AT17,FRII,225.5014583333333,24.654944444444443
588,15.0,2.0,51.38,+,25.0,44.0,14.9,AT17,FRII,225.7140833333333,25.737472222222223
589,15.0,3.0,22.4,+,19.0,33.0,4.1,AT17,FRII,225.8433333333333,19.55113888888889
590,15.0,3.0,51.32,+,12.0,28.0,7.4,AT17,FRII,225.96383333333333,12.468722222222222
591,15.0,9.0,0.22,+,24.0,19.0,50.5,AT17,FRII,227.25091666666663,24.330694444444443
592,15.0,9.0,16.35,+,16.0,58.0,57.2,AT17,FRII,227.318125,16.982555555555553
594,15.0,10.0,43.15,+,12.0,40.0,52.3,AT17,FRII,227.67979166666663,12.681194444444444
595,15.0,13.0,29.57,+,10.0,11.0,3.9,AT17,FRII,228.3732083333333,10.184416666666667
596,15.0,14.0,14.64,+,23.0,27.0,11.2,AT17,FRII,228.56099999999995,23.45311111111111
597,15.0,15.0,23.74,+,10.0,18.0,37.3,AT17,FRII,228.84891666666664,10.310361111111112
598,15.0,16.0,2.98,+,14.0,18.0,22.9,AT17,FRII,229.01241666666664,14.306361111111112
599,15.0,17.0,4.56,+,21.0,22.0,42.9,AT17,FRII,229.26899999999995,21.37858333333333
600,15.0,17.0,24.7,+,17.0,29.0,28.3,AT17,FRII,229.35291666666663,17.491194444444446
601,15.0,17.0,49.52,+,14.0,27.0,59.3,AT17,FRII,229.4563333333333,14.466472222222222
602,15.0,17.0,51.37,+,10.0,0.0,26.9,AT17,FRII,229.46404166666665,10.007472222222225
603,15.0,18.0,14.06,+,15.0,49.0,32.6,AT17,FRII,229.5585833333333,15.825722222222222
604,15.0,20.0,29.84,+,15.0,26.0,13.2,AT17,FRII,230.1243333333333,15.437
605,15.0,22.0,12.15,+,10.0,41.0,31.0,AT17,FRII,230.550625,10.691944444444443
606,15.0,22.0,17.09,+,10.0,13.0,0.5,AT17,FRII,230.5712083333333,10.216805555555556
607,15.0,22.0,24.16,+,21.0,58.0,8.8,AT17,FRII,230.60066666666663,21.969111111111108
608,15.0,23.0,25.27,+,27.0,4.0,57.7,AT17,FRII,230.85529166666663,27.08269444444445
610,15.0,25.0,8.8,+,12.0,53.0,18.1,AT17,FRII,231.28666666666663,12.888361111111111
611,15.0,27.0,15.68,+,20.0,53.0,23.0,AT17,FRII,231.81533333333329,20.889722222222225
612,15.0,28.0,6.39,+,13.0,23.0,32.3,AT17,FRII,232.026625,13.392305555555556
613,15.0,29.0,9.51,+,17.0,13.0,26.8,AT17,FRII,232.289625,17.22411111111111
614,15.0,29.0,46.19,+,15.0,39.0,44.5,AT17,FRII,232.4424583333333,15.662361111111112
615,15.0,30.0,5.11,+,23.0,16.0,22.2,AT17,FRII,232.52129166666663,23.27283333333333
616,15.0,31.0,48.52,+,10.0,55.0,39.9,AT17,FRII,232.95216666666667,10.92775
617,15.0,32.0,58.12,+,15.0,56.0,5.8,AT17,FRII,233.24216666666663,15.934944444444444
618,15.0,35.0,19.47,+,27.0,52.0,56.8,AT17,FRII,233.831125,27.882444444444445
619,15.0,37.0,8.01,+,14.0,24.0,47.1,AT17,FRII,234.283375,14.413083333333333
620,15.0,39.0,16.46,+,14.0,16.0,22.6,AT17,FRII,234.8185833333333,14.272944444444445
621,15.0,42.0,20.49,+,24.0,1.0,55.1,AT17,FRII,235.585375,24.031972222222223
622,15.0,43.0,23.83,+,21.0,45.0,34.8,AT17,FRII,235.84929166666663,21.759666666666668
623,15.0,43.0,28.53,+,22.0,52.0,32.8,AT17,FRII,235.868875,22.875777777777778
624,15.0,43.0,41.41,+,13.0,31.0,8.5,AT17,FRII,235.92254166666663,13.51902777777778
625,15.0,44.0,17.49,+,14.0,10.0,13.8,AT17,FRII,236.07287499999995,14.1705
626,15.0,46.0,2.56,+,17.0,54.0,38.4,AT17,FRII,236.51066666666665,17.910666666666664
627,15.0,46.0,5.99,+,27.0,49.0,17.3,AT17,FRII,236.5249583333333,27.821472222222223
628,15.0,46.0,31.47,+,21.0,57.0,41.3,AT17,FRII,236.631125,21.96147222222222
629,15.0,47.0,12.96,+,18.0,4.0,10.8,AT17,FRII,236.804,18.069666666666667
630,15.0,49.0,4.81,+,26.0,44.0,14.5,AT17,FRII,237.27004166666663,26.73736111111112
631,15.0,48.0,7.46,+,14.0,51.0,17.6,AT17,FRII,237.03108333333333,14.854888888888889
632,15.0,50.0,38.88,+,18.0,39.0,1.2,AT17,FRII,237.662,18.65033333333333
633,15.0,51.0,11.66,+,26.0,6.0,14.3,AT17,FRII,237.7985833333333,26.103972222222225
634,15.0,51.0,36.81,+,10.0,36.0,22.7,AT17,FRII,237.903375,10.606305555555554
635,15.0,53.0,5.37,+,14.0,1.0,16.6,AT17,FRII,238.27237499999995,14.021277777777778
636,15.0,53.0,9.93,+,21.0,0.0,43.7,AT17,FRII,238.291375,21.012138888888888
637,15.0,53.0,19.5,+,17.0,49.0,43.1,AT17,FRII,238.33125,17.82863888888889
638,15.0,53.0,54.37,+,21.0,59.0,27.5,AT17,FRII,238.47654166666663,21.990972222222226
639,15.0,54.0,54.57,+,14.0,59.0,40.8,AT17,FRII,238.727375,14.994666666666664
640,15.0,55.0,51.0,+,24.0,6.0,15.0,AT17,FRII,238.96249999999995,24.104166666666668
641,15.0,56.0,43.27,+,14.0,18.0,32.8,AT17,FRII,239.18029166666665,14.309111111111111
642,15.0,59.0,6.89,+,12.0,10.0,26.9,AT17,FRII,239.7787083333333,12.174138888888889
643,14.0,8.0,32.29,+,0.0,31.0,33.9,AT17,FRII,212.13454166666665,0.5260833333333333
644,14.0,9.0,28.95,-,1.0,57.0,20.3,AT17,FRII,212.370625,-1.955638888888889
645,14.0,9.0,52.02,-,3.0,3.0,10.3,AT17,FRII,212.46675,-3.052861111111111
646,14.0,9.0,58.48,-,1.0,9.0,14.1,AT17,FRII,212.49366666666663,-1.1539166666666665
647,14.0,11.0,8.29,+,1.0,24.0,41.1,AT17,FRII,212.78454166666663,1.4114166666666663
648,14.0,11.0,10.28,-,0.0,35.0,59.1,AT17,FRII,212.7928333333333,-0.59975
649,14.0,11.0,23.53,+,0.0,42.0,40.1,AT17,FRII,212.84804166666663,0.7111388888888889
650,14.0,11.0,35.32,-,3.0,20.0,19.6,AT17,FRII,212.89716666666664,-3.338777777777778
651,14.0,12.0,46.22,+,2.0,29.0,26.2,AT17,FRII,213.1925833333333,2.490611111111112
652,14.0,12.0,51.98,-,0.0,45.0,7.7,AT17,FRII,213.2165833333333,-0.7521388888888889
653,14.0,13.0,26.43,-,1.0,46.0,46.7,AT17,FRII,213.360125,-1.7796388888888888
654,14.0,13.0,27.39,+,2.0,37.0,28.8,AT17,FRII,213.364125,2.6246666666666667
655,14.0,13.0,38.87,-,2.0,33.0,15.1,AT17,FRII,213.41195833333333,-2.554194444444444
656,14.0,13.0,52.16,+,1.0,42.0,41.0,AT17,FRII,213.46733333333333,1.7113888888888888
657,14.0,14.0,9.37,+,1.0,49.0,10.8,AT17,FRII,213.53904166666663,1.8196666666666663
658,14.0,14.0,23.04,-,0.0,1.0,38.0,AT17,FRII,213.59599999999995,-0.0272222222222222
659,14.0,14.0,35.8,+,2.0,56.0,18.3,AT17,FRII,213.64916666666664,2.938416666666667
660,14.0,15.0,10.01,+,0.0,36.0,21.3,AT17,FRII,213.7917083333333,0.6059166666666667
661,14.0,15.0,30.47,+,2.0,23.0,1.3,AT17,FRII,213.8769583333333,2.383694444444445
662,14.0,16.0,9.42,-,1.0,25.0,13.6,AT17,FRII,214.03925,-1.4204444444444446
663,14.0,17.0,39.24,+,0.0,40.0,4.0,AT17,FRII,214.4135,0.6677777777777777
664,14.0,18.0,24.69,+,1.0,7.0,27.3,AT17,FRII,214.602875,1.12425
665,14.0,18.0,28.14,+,1.0,27.0,54.3,AT17,FRII,214.61725,1.4650833333333333
666,14.0,18.0,41.25,+,0.0,23.0,59.2,AT17,FRII,214.671875,0.3997777777777778
667,14.0,19.0,13.33,-,0.0,13.0,52.9,AT17,FRII,214.8055416666666,-0.2313611111111111
668,14.0,22.0,35.63,-,1.0,52.0,12.4,AT17,FRII,215.6484583333333,-1.870111111111111
669,14.0,23.0,12.37,+,2.0,20.0,35.4,AT17,FRII,215.80154166666665,2.343166666666667
670,14.0,24.0,19.81,+,0.0,25.0,34.2,AT17,FRII,216.08254166666663,0.4261666666666667
