,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
2686,16.0,29.0,18.66479999999683,+,13.0,38.0,24.036000000000683,CRUMB,FRI,247.32777,13.64001
2687,16.0,29.0,37.52016000000026,+,23.0,20.0,13.40015999999764,CRUMB,FRII,247.406334,23.3370556
2688,16.0,30.0,16.563600000003476,+,14.0,35.0,11.00399999999908,CRUMB,FRII,247.569015,14.58639
2690,16.0,30.0,43.142400000006376,+,16.0,39.0,10.83599999999393,CRUMB,FRI,247.67976,16.65301
2691,16.0,31.0,51.02040000000102,+,8.0,53.0,7.511999999999546,CRUMB,FRI,247.962585,8.88542
2693,16.0,34.0,2.4650399999990213,+,6.0,26.0,30.779879999999125,CRUMB,FRI,248.510271,6.4418833
2697,16.0,36.0,4.219199999993748,+,27.0,18.0,29.08800000000128,CRUMB,FRII,249.01757999999995,27.30808
2698,16.0,36.0,37.37987999999547,+,26.0,48.0,6.5998799999943,CRUMB,FRII,249.1557495,26.8018333
2701,16.0,38.0,23.445599999994897,+,22.0,39.0,39.74399999999946,CRUMB,FRII,249.59769,22.66104
2706,16.0,43.0,19.5852000000042,+,13.0,21.0,0.2880000000006077,CRUMB,FRI,250.831605,13.35008
2707,16.0,43.0,31.84679999999787,+,13.0,20.0,2.5799999999982504,CRUMB,FRII,250.882695,13.33405
2708,16.0,43.0,48.690119999996,+,17.0,15.0,48.8001600000004,CRUMB,FRI,250.95287549999995,17.2635556
2710,16.0,45.0,27.676800000006097,+,27.0,20.0,5.855999999995731,CRUMB,FRI,251.36532,27.33496
2713,16.0,48.0,45.0799200000003,+,25.0,41.0,19.499999999995907,CRUMB,FRI,252.187833,25.68875
2714,16.0,48.0,57.36239999999498,+,26.0,4.0,41.123999999998375,CRUMB,FRII,252.23900999999995,26.07809
2715,16.0,49.0,24.02040000000256,+,26.0,35.0,2.580000000004645,CRUMB,FRI,252.350085,26.58405
2719,16.0,54.0,24.69888000000168,+,48.0,8.0,36.09995999999967,CRUMB,FRI,253.602912,48.1433611
2721,16.0,54.0,48.440159999996126,+,26.0,18.0,41.29992000000272,CRUMB,FRI,253.701834,26.3114722
2727,16.0,57.0,44.769960000005256,+,21.0,56.0,11.10011999999557,CRUMB,FRI,254.4365415,21.9364167
2728,16.0,57.0,48.26880000000415,+,27.0,25.0,21.252000000001203,CRUMB,FRI,254.45112,27.42257
2729,16.0,57.0,54.92160000000041,+,23.0,22.0,18.012000000006196,CRUMB,FRII,254.47884,23.37167
2736,17.0,1.0,15.589920000000175,+,24.0,6.0,8.399880000005453,CRUMB,FRI,255.314958,24.1023333
2738,17.0,3.0,7.26480000000123,+,24.0,37.0,47.53200000000135,CRUMB,FRII,255.78027,24.62987
2740,17.0,4.0,51.85811999999629,+,24.0,52.0,31.869840000006207,CRUMB,FRI,256.2160755,24.8755194
2742,17.0,5.0,29.33519999999703,+,22.0,16.0,7.571999999999832,CRUMB,FRI,256.37222999999994,22.26877
2743,17.0,5.0,43.990080000000376,+,58.0,30.0,1.1998800000043277,CRUMB,FRI,256.433292,58.5003333
2744,17.0,6.0,2.199959999993837,+,20.0,17.0,57.80004000000105,CRUMB,FRI,256.50916649999994,20.2993889
2745,17.0,6.0,16.525080000006085,+,20.0,6.0,36.69984000000369,CRUMB,FRI,256.5688545,20.1101944
2746,17.0,10.0,6.6143999999951575,+,61.0,31.0,7.607999999998469,CRUMB,FRI,257.52755999999994,61.51878
2749,17.0,11.0,37.96800000000019,+,58.0,3.0,30.16799999999876,CRUMB,FRI,257.9082,58.05838
2750,17.0,12.0,23.17320000000393,+,64.0,1.0,57.07200000001876,CRUMB,FRI,258.096555,64.03252
2752,17.0,12.0,43.94988000000126,+,62.0,2.0,44.99987999999348,CRUMB,FRI,258.1831245,62.0458333
2753,17.0,13.0,29.10719999999543,+,64.0,2.0,48.69599999998286,CRUMB,FRII,258.37128,64.04686
2755,17.0,16.0,22.20995999999729,+,26.0,8.0,3.080040000005795,CRUMB,FRI,259.0925415,26.1341889
2758,17.0,20.0,28.30920000000389,+,59.0,13.0,41.7720000000071,CRUMB,FRII,260.117955,59.22827
2759,17.0,21.0,51.58404000000104,+,47.0,25.0,47.92008000001147,CRUMB,FRI,260.4649335,47.4299778
2764,17.0,24.0,18.39995999999701,+,50.0,57.0,54.00000000001228,CRUMB,FRII,261.0766665,50.965
2765,17.0,27.0,49.69439999999878,+,53.0,46.0,51.5999999999957,CRUMB,FRII,261.95706,53.781
2766,17.0,29.0,21.18839999999465,+,54.0,15.0,25.991999999988025,CRUMB,FRI,262.3382849999999,54.25722
2767,17.0,32.0,23.73000000000076,+,55.0,24.0,52.8001199999926,CRUMB,FRI,263.098875,55.4146667
2768,17.0,42.0,51.84000000000452,+,61.0,45.0,51.00011999998912,CRUMB,FRII,265.716,61.7641667
2770,21.0,14.0,47.56919999999866,-,7.0,50.0,40.344000000001046,CRUMB,FRII,318.698205,-7.84454
2771,21.0,20.0,4.999920000005886,-,7.0,53.0,50.09999999999877,CRUMB,FRI,320.020833,-7.897249999999999
2772,21.0,20.0,22.8084000000024,-,0.0,21.0,8.063999999999965,CRUMB,FRII,320.095035,-0.3522399999999999
2773,21.0,24.0,34.96679999999998,-,0.0,32.0,5.171999999999883,CRUMB,FRII,321.145695,-0.53477
2774,21.0,25.0,46.35479999999603,+,0.0,55.0,51.95999999999998,CRUMB,FRI,321.443145,0.9311
2776,21.0,42.0,21.607200000005665,-,6.0,43.0,53.219999999999175,CRUMB,FRII,325.59003,-6.73145
2777,21.0,42.0,39.29004000000475,-,8.0,4.0,23.800079999998616,CRUMB,FRI,325.6637085,-8.0732778
2780,21.0,50.0,21.357599999994648,-,8.0,46.0,38.06400000000295,CRUMB,FRII,327.58899,-8.77724
2781,21.0,57.0,2.120039999998653,-,7.0,50.0,31.40016000000045,CRUMB,FRI,329.2588335,-7.8420556
2782,21.0,57.0,31.449599999993723,+,0.0,37.0,57.072,CRUMB,FRII,329.3810399999999,0.6325200000000001
2783,22.0,2.0,4.862399999994977,-,1.0,1.0,1.3800000000000343,CRUMB,FRI,330.52025999999995,-1.01705
2784,22.0,13.0,10.452000000003352,-,0.0,38.0,44.48399999999992,CRUMB,FRII,333.29355,-0.64569
2785,22.0,16.0,57.802800000002605,-,9.0,7.0,0.8039999999989789,CRUMB,FRII,334.240845,-9.11689
2786,22.0,18.0,42.796799999999,-,9.0,21.0,38.843999999999,CRUMB,FRII,334.6783199999999,-9.36079
2787,22.0,18.0,53.802000000005705,-,9.0,17.0,42.93600000000268,CRUMB,FRII,334.724175,-9.29526
2788,22.0,21.0,40.19399999999905,-,8.0,25.0,26.00400000000036,CRUMB,FRI,335.417475,-8.42389
2789,22.0,23.0,36.38040000000274,-,8.0,6.0,30.20399999999995,CRUMB,FRII,335.90158499999995,-8.10839
2790,22.0,24.0,21.167999999999267,-,0.0,31.0,20.06400000000013,CRUMB,FRII,336.0882,-0.52224
2791,22.0,24.0,55.69199999999682,-,7.0,52.0,39.93600000000114,CRUMB,FRII,336.23205,-7.877760000000001
2792,22.0,26.0,2.0723999999995613,-,1.0,14.0,6.360000000000312,CRUMB,FRII,336.508635,-1.2351
2793,22.0,31.0,13.213200000004974,-,9.0,26.0,31.70400000000072,CRUMB,FRI,337.805055,-9.44214
2794,22.0,31.0,43.19004000000547,-,8.0,24.0,31.70016000000317,CRUMB,FRI,337.9299585,-8.4088056
2795,22.0,37.0,6.636000000002014,-,0.0,2.0,32.74800000000002,CRUMB,FRII,339.27765,-0.04243
2796,22.0,39.0,2.6650799999961805,-,9.0,32.0,43.06992000000093,CRUMB,FRI,339.7611045,-9.5452972
2798,22.0,54.0,4.334399999999619,-,0.0,10.0,34.46400000000004,CRUMB,FRII,343.51805999999993,-0.17624
2799,22.0,57.0,21.099599999995466,-,1.0,8.0,17.52000000000031,CRUMB,FRI,344.33791499999995,-1.1382
2800,23.0,2.0,41.00999999999885,-,9.0,25.0,22.547999999996904,CRUMB,FRI,345.670875,-9.42293
2801,23.0,3.0,26.13960000000162,-,0.0,21.0,37.79999999999994,CRUMB,FRI,345.858915,-0.3605
2802,23.0,6.0,32.18400000000173,-,9.0,30.0,20.556000000001973,CRUMB,FRI,346.6341,-9.50571
2804,23.0,12.0,54.21311999999602,-,0.0,15.0,13.560120000000069,CRUMB,FRI,348.22588799999994,-0.2537667
2805,23.0,24.0,52.99920000000412,-,10.0,12.0,11.376000000001625,CRUMB,FRII,351.22083,-10.20316
2806,23.0,27.0,10.69200000000194,-,0.0,41.0,57.83999999999992,CRUMB,FRII,351.79455,-0.6994
2807,23.0,33.0,18.698400000000674,-,0.0,27.0,0.5400000000000205,CRUMB,FRII,353.32791,-0.45015
2808,23.0,37.0,31.41408000000069,+,0.0,43.0,31.64015999999989,CRUMB,FRI,354.380892,0.7254556
2809,23.0,37.0,45.76800000000418,-,0.0,42.0,11.051999999999822,CRUMB,FRI,354.4407,-0.7030699999999999
2810,23.0,40.0,59.77200000000096,+,0.0,4.0,53.86799999999995,CRUMB,FRII,355.24904999999995,0.0816299999999999
2811,23.0,45.0,9.827999999998838,-,10.0,9.0,47.01599999999914,CRUMB,FRII,356.29094999999995,-10.16306
2812,23.0,47.0,2.420160000001488,-,1.0,3.0,0.8999999999996611,CRUMB,FRI,356.76008399999995,-1.05025
2813,23.0,51.0,54.41760000000159,+,0.0,33.0,9.612000000000194,CRUMB,FRI,357.97673999999995,0.5526700000000001
2814,23.0,56.0,59.553599999998994,-,0.0,48.0,0.4320000000002721,CRUMB,FRI,359.24814,-0.8001200000000002
2815,23.0,59.0,58.8047999999992,+,0.0,42.0,6.336000000000155,CRUMB,FRI,359.99501999999995,0.70176
2816,7.0,13.0,38.15,+,43.0,49.0,17.2,CoNFIG,COMPACT,108.40895833333332,43.821444444444445
2818,7.0,16.0,41.09,+,53.0,23.0,10.3,CoNFIG,FRII,109.17120833333333,53.38619444444444
2822,7.0,49.0,48.1,+,55.0,54.0,21.0,CoNFIG,FRII,117.45041666666664,55.90583333333333
2826,8.0,5.0,31.31,+,24.0,10.0,21.3,CoNFIG,FRII,121.38045833333334,24.172583333333336
2832,8.0,21.0,44.02,+,17.0,48.0,20.5,CoNFIG,COMPACT,125.43341666666664,17.805694444444445
2833,8.0,23.0,24.72,+,22.0,23.0,3.7,CoNFIG,COMPACT,125.85299999999998,22.38436111111111
2839,8.0,34.0,48.37,+,17.0,0.0,46.1,CoNFIG,FRII,128.70154166666666,17.012805555555556
2843,8.0,40.0,47.7,+,13.0,12.0,23.9,CoNFIG,FRII,130.19874999999996,13.206638888888888
2847,8.0,53.0,8.83,+,13.0,52.0,55.3,CoNFIG,FRII,133.28679166666666,13.88202777777778
2848,8.0,54.0,39.35,+,14.0,5.0,52.1,CoNFIG,FRII,133.6639583333333,14.097805555555556
2849,8.0,54.0,48.87,+,20.0,6.0,30.7,CoNFIG,COMPACT,133.703625,20.10852777777778
2852,8.0,58.0,41.51,+,14.0,9.0,43.8,CoNFIG,FRII,134.67295833333333,14.162166666666668
2855,9.0,6.0,31.88,+,16.0,46.0,13.0,CoNFIG,FRII,136.6328333333333,16.77027777777778
2859,9.0,12.0,4.0,+,16.0,18.0,29.7,CoNFIG,FRII,138.01666666666665,16.30825
2860,9.0,14.0,4.83,+,17.0,15.0,52.4,CoNFIG,FRII,138.52012499999998,17.264555555555557
2867,9.0,42.0,8.4,+,13.0,51.0,52.2,CoNFIG,FRII,145.53499999999997,13.8645
2868,9.0,42.0,15.35,+,13.0,45.0,49.6,CoNFIG,FRII,145.56395833333332,13.763777777777776
2869,9.0,43.0,12.74,+,2.0,43.0,27.5,CoNFIG,FRII,145.80308333333332,2.7243055555555555
2870,9.0,44.0,16.4,+,9.0,46.0,19.2,CoNFIG,FRII,146.0683333333333,9.772
2871,9.0,47.0,47.27,+,7.0,25.0,13.8,CoNFIG,FRII,146.94695833333333,7.4205
2873,9.0,50.0,10.77,+,14.0,19.0,57.3,CoNFIG,FRII,147.544875,14.332583333333334
2874,9.0,51.0,58.83,-,0.0,1.0,26.8,CoNFIG,FRII,147.995125,-0.0241111111111111
2875,9.0,52.0,0.52,+,24.0,22.0,29.7,CoNFIG,FRII,148.00216666666665,24.374916666666667
2881,10.0,8.0,0.04,+,7.0,30.0,16.2,CoNFIG,COMPACT,152.00016666666662,7.5045
2882,10.0,11.0,0.36,+,6.0,24.0,40.2,CoNFIG,FRII,152.7515,6.411166666666667
2886,10.0,21.0,54.58,+,21.0,59.0,30.9,CoNFIG,FRII,155.47741666666664,21.99191666666667
2892,10.0,41.0,17.16,+,6.0,10.0,16.5,CoNFIG,COMPACT,160.3215,6.171250000000001
2893,10.0,41.0,39.01,+,2.0,42.0,33.0,CoNFIG,FRII,160.41254166666664,2.709166666666667
2894,10.0,42.0,44.54,+,12.0,3.0,31.8,CoNFIG,COMPACT,160.6855833333333,12.058833333333334
2895,10.0,52.0,26.06,+,20.0,29.0,48.0,CoNFIG,COMPACT,163.1085833333333,20.496666666666663
2896,10.0,58.0,17.46,+,19.0,52.0,9.5,CoNFIG,FRII,164.57274999999998,19.86930555555556
2897,10.0,58.0,29.62,+,1.0,33.0,58.2,CoNFIG,COMPACT,164.62341666666666,1.5661666666666667
2899,11.0,2.0,3.91,-,1.0,16.0,18.3,CoNFIG,FRII,165.51629166666663,-1.27175
2900,11.0,8.0,8.31,+,14.0,35.0,35.8,CoNFIG,COMPACT,167.03462499999998,14.59327777777778
2901,11.0,9.0,46.04,+,10.0,43.0,43.4,CoNFIG,COMPACT,167.4418333333333,10.728722222222222
2905,11.0,13.0,32.13,-,2.0,12.0,55.2,CoNFIG,FRII,168.383875,-2.2153333333333336
2909,11.0,20.0,27.81,+,14.0,20.0,54.4,CoNFIG,COMPACT,170.115875,14.348444444444445
2917,11.0,40.0,27.69,+,12.0,3.0,7.6,CoNFIG,FRI,175.11537499999997,12.052111111111111
2919,11.0,41.0,8.23,+,1.0,14.0,17.7,CoNFIG,FRII,175.28429166666666,1.23825
2920,11.0,43.0,25.04,+,22.0,6.0,56.0,CoNFIG,FRII,175.8543333333333,22.11555555555556
2922,11.0,45.0,5.23,+,19.0,36.0,37.8,CoNFIG,FRI,176.27179166666667,19.6105
2925,11.0,49.0,55.54,+,12.0,47.0,15.9,CoNFIG,FRII,177.48141666666663,12.78775
2926,11.0,50.0,43.88,-,0.0,23.0,54.3,CoNFIG,COMPACT,177.68283333333332,-0.3984166666666667
2935,12.0,4.0,2.13,-,4.0,22.0,43.9,CoNFIG,FRII,181.008875,-4.378861111111111
2936,12.0,6.0,19.93,+,4.0,6.0,12.2,CoNFIG,FRII,181.58304166666665,4.1033888888888885
2939,12.0,13.0,32.13,+,13.0,7.0,20.4,CoNFIG,COMPACT,183.383875,13.122333333333334
2943,12.0,17.0,29.83,+,3.0,36.0,44.0,CoNFIG,FRII,184.37429166666664,3.6122222222222224
2944,12.0,19.0,15.33,+,5.0,49.0,40.4,CoNFIG,FRI,184.813875,5.8278888888888885
2947,12.0,24.0,54.62,+,21.0,22.0,47.2,CoNFIG,COMPACT,186.2275833333333,21.37977777777778
2948,12.0,25.0,3.78,+,12.0,52.0,35.2,CoNFIG,FRI,186.26575,12.876444444444443
2950,12.0,29.0,6.41,+,2.0,3.0,5.1,CoNFIG,COMPACT,187.2767083333333,2.0514166666666664
2951,12.0,29.0,51.84,+,11.0,40.0,24.2,CoNFIG,FRI,187.466,11.673388888888889
2952,12.0,30.0,49.46,+,12.0,23.0,21.6,CoNFIG,FRI,187.7060833333333,12.389333333333331
2953,12.0,32.0,0.13,-,2.0,24.0,4.1,CoNFIG,COMPACT,188.00054166666663,-2.4011388888888887
2954,12.0,35.0,22.97,+,21.0,20.0,18.3,CoNFIG,FRII,188.8457083333333,21.338416666666667
2955,12.0,36.0,29.13,+,16.0,32.0,32.1,CoNFIG,FRI,189.121375,16.542250000000003
2956,12.0,42.0,19.68,-,4.0,46.0,19.7,CoNFIG,FRII,190.582,-4.772138888888889
2957,12.0,43.0,57.63,+,16.0,22.0,52.7,CoNFIG,FRII,190.990125,16.381305555555556
2959,12.0,51.0,44.47,+,8.0,56.0,27.8,CoNFIG,FRII,192.93529166666664,8.941055555555556
2961,12.0,53.0,3.55,+,2.0,38.0,22.3,CoNFIG,FRII,193.26479166666664,2.639527777777778
2962,12.0,53.0,32.7,+,15.0,42.0,27.3,CoNFIG,FRII,193.38625,15.707583333333332
2964,12.0,56.0,11.15,-,5.0,47.0,20.1,CoNFIG,COMPACT,194.0464583333333,-5.788916666666666
2967,13.0,5.0,36.05,+,8.0,55.0,15.9,CoNFIG,FRII,196.40020833333327,8.921083333333332
2968,13.0,9.0,49.66,-,0.0,12.0,36.6,CoNFIG,FRII,197.45691666666664,-0.2101666666666666
2972,13.0,16.0,20.51,+,7.0,2.0,54.3,CoNFIG,FRI,199.0854583333333,7.048416666666666
2974,13.0,19.0,38.73,-,0.0,49.0,40.9,CoNFIG,COMPACT,199.911375,-0.8280277777777778
2975,13.0,20.0,21.45,+,17.0,43.0,12.4,CoNFIG,FRII,200.089375,17.72011111111111
2976,13.0,21.0,18.84,+,11.0,6.0,49.4,CoNFIG,FRII,200.3285,11.113722222222222
2978,13.0,23.0,21.04,+,3.0,8.0,2.8,CoNFIG,FRI,200.83766666666665,3.134111111111112
2983,13.0,32.0,56.37,+,2.0,0.0,46.5,CoNFIG,FRII,203.234875,2.0129166666666665
2984,13.0,38.0,8.07,-,6.0,27.0,11.2,CoNFIG,FRII,204.533625,-6.453111111111111
2987,13.0,42.0,43.57,+,5.0,4.0,31.5,CoNFIG,FRI,205.68154166666665,5.0754166666666665
2988,13.0,44.0,23.75,+,14.0,9.0,15.3,CoNFIG,COMPACT,206.0989583333333,14.15425
2990,13.0,47.0,33.42,+,12.0,17.0,24.1,CoNFIG,COMPACT,206.88925,12.290027777777778
2992,13.0,52.0,56.36,+,11.0,7.0,7.7,CoNFIG,COMPACT,208.2348333333333,11.118805555555555
2993,13.0,57.0,1.51,+,1.0,4.0,39.7,CoNFIG,FRII,209.25629166666664,1.0776944444444445
2994,13.0,57.0,4.37,+,19.0,19.0,8.1,CoNFIG,FRII,209.2682083333333,19.318916666666667
2999,14.0,13.0,48.34,-,5.0,59.0,54.2,CoNFIG,FRII,213.45141666666663,-5.998388888888889
3001,14.0,16.0,53.5,+,10.0,48.0,40.2,CoNFIG,FRI,214.22291666666663,10.811166666666669
3003,14.0,19.0,8.18,+,6.0,28.0,36.3,CoNFIG,COMPACT,214.7840833333333,6.47675
3005,14.0,23.0,0.81,+,19.0,35.0,22.8,CoNFIG,FRII,215.753375,19.589666666666663
3006,14.0,24.0,56.93,+,20.0,0.0,22.7,CoNFIG,FRII,216.2372083333333,20.00630555555556
3007,14.0,25.0,50.67,+,24.0,4.0,6.7,CoNFIG,FRII,216.46112499999995,24.068527777777778
3008,14.0,28.0,31.22,-,1.0,24.0,8.7,CoNFIG,FRII,217.1300833333333,-1.4024166666666666
3009,14.0,30.0,3.34,+,7.0,15.0,1.3,CoNFIG,FRI,217.51391666666663,7.250361111111111
3010,14.0,36.0,57.07,+,3.0,24.0,12.3,CoNFIG,COMPACT,219.23779166666665,3.4034166666666668
3013,14.0,45.0,16.48,+,9.0,58.0,36.0,CoNFIG,COMPACT,221.31866666666664,9.976666666666668
3016,14.0,55.0,1.43,-,4.0,20.0,22.5,CoNFIG,FRII,223.7559583333333,-4.339583333333333
3019,15.0,4.0,25.03,+,10.0,29.0,38.5,CoNFIG,COMPACT,226.10429166666663,10.494027777777776
3020,15.0,4.0,58.98,+,25.0,59.0,49.0,CoNFIG,FRI,226.24575,25.996944444444445
3021,15.0,10.0,53.55,-,5.0,43.0,7.1,CoNFIG,COMPACT,227.72312499999995,-5.718638888888889
3022,15.0,10.0,57.03,+,7.0,51.0,24.8,CoNFIG,FRII,227.73762499999995,7.856888888888888
3023,15.0,12.0,25.35,+,1.0,21.0,8.7,CoNFIG,FRII,228.10562499999995,1.3524166666666668
3024,15.0,13.0,39.9,+,26.0,7.0,33.7,CoNFIG,FRI,228.41625,26.12602777777778
3025,15.0,13.0,40.2,+,23.0,38.0,35.3,CoNFIG,COMPACT,228.4175,23.64313888888889
3026,15.0,16.0,40.21,+,0.0,15.0,2.4,CoNFIG,FRII,229.16754166666664,0.2506666666666666
3028,15.0,20.0,5.5,+,20.0,16.0,5.7,CoNFIG,COMPACT,230.02291666666665,20.26825
3029,15.0,21.0,14.51,+,4.0,30.0,20.0,CoNFIG,COMPACT,230.3104583333333,4.505555555555556
3031,15.0,25.0,48.92,+,3.0,8.0,26.5,CoNFIG,COMPACT,231.45383333333328,3.140694444444444
3033,15.0,31.0,50.71,+,24.0,2.0,43.3,CoNFIG,FRII,232.96129166666665,24.04536111111112
3034,15.0,34.0,52.45,+,1.0,31.0,3.3,CoNFIG,COMPACT,233.71854166666665,1.5175833333333333
3037,15.0,40.0,49.51,+,14.0,47.0,46.7,CoNFIG,COMPACT,235.20629166666663,14.796305555555556
3039,15.0,46.0,9.5,+,0.0,26.0,24.6,CoNFIG,COMPACT,236.53958333333333,0.4401666666666667
3040,15.0,47.0,44.23,+,20.0,52.0,41.0,CoNFIG,FRII,236.93429166666664,20.878055555555555
3041,15.0,49.0,48.98,+,21.0,25.0,39.1,CoNFIG,FRII,237.4540833333333,21.42752777777778
3043,15.0,50.0,35.26,+,5.0,27.0,10.6,CoNFIG,COMPACT,237.64691666666667,5.452944444444444
3044,15.0,52.0,26.86,+,20.0,5.0,1.8,CoNFIG,FRII,238.11191666666664,20.08383333333333
3045,15.0,56.0,10.06,+,20.0,4.0,21.2,CoNFIG,FRII,239.04191666666665,20.07255555555556
3048,16.0,2.0,17.21,+,1.0,58.0,19.4,CoNFIG,FRII,240.57170833333333,1.972055555555556
3049,16.0,8.0,46.13,+,10.0,29.0,8.2,CoNFIG,COMPACT,242.1922083333333,10.48561111111111
3050,16.0,9.0,13.31,+,26.0,41.0,29.2,CoNFIG,COMPACT,242.3054583333333,26.691444444444446
3054,16.0,16.0,38.29,+,26.0,47.0,1.6,CoNFIG,COMPACT,244.15954166666663,26.78377777777778
3055,16.0,17.0,15.75,+,21.0,7.0,29.4,CoNFIG,FRII,244.315625,21.12483333333333
3058,16.0,20.0,21.4,+,17.0,36.0,29.3,CoNFIG,FRII,245.08916666666664,17.60813888888889
3059,16.0,24.0,39.42,+,23.0,45.0,17.5,CoNFIG,FRII,246.16424999999995,23.75486111111111
3061,16.0,28.0,3.57,+,27.0,41.0,36.1,CoNFIG,FRII,247.014875,27.69336111111112
3064,16.0,29.0,37.52,+,23.0,20.0,13.4,CoNFIG,FRII,247.4063333333333,23.337055555555555
3065,16.0,31.0,45.29,+,11.0,56.0,3.3,CoNFIG,COMPACT,247.9387083333333,11.93425
3068,16.0,36.0,37.38,+,26.0,48.0,6.6,CoNFIG,FRII,249.15575,26.80183333333333
3072,16.0,43.0,48.69,+,17.0,15.0,48.8,CoNFIG,FRI,250.952875,17.263555555555556
3073,16.0,47.0,41.83,+,17.0,20.0,11.5,CoNFIG,COMPACT,251.92429166666668,17.336527777777775
3081,17.0,24.0,18.4,+,50.0,57.0,54.0,CoNFIG,FRII,261.07666666666665,50.965
3082,17.0,42.0,51.84,+,61.0,45.0,51.0,CoNFIG,FRII,265.71599999999995,61.76416666666667
3083,7.0,14.0,35.25,+,45.0,40.0,0.1,CoNFIG,FRII,108.646875,45.666694444444445
3084,14.0,54.0,20.3,+,16.0,20.0,55.8,CoNFIG,FRII,223.5845833333333,16.34883333333333
3086,8.0,48.0,41.94,+,5.0,55.0,35.0,CoNFIG,FRII,132.17475,5.926388888888889
3087,12.0,28.0,11.77,+,20.0,23.0,19.1,CoNFIG,FRII,187.04904166666665,20.388638888888888
3089,9.0,20.0,11.16,+,17.0,53.0,25.0,CoNFIG,COMPACT,140.04649999999998,17.890277777777776
3094,9.0,35.0,4.06,+,8.0,41.0,37.3,CoNFIG,FRII,143.76691666666667,8.693694444444445
3096,9.0,36.0,32.02,+,4.0,22.0,10.8,CoNFIG,COMPACT,144.13341666666662,4.369666666666666
3097,9.0,41.0,22.7,-,1.0,43.0,1.0,CoNFIG,FRII,145.3445833333333,-1.7169444444444446
3098,9.0,43.0,19.16,-,0.0,4.0,22.3,CoNFIG,COMPACT,145.8298333333333,-0.0728611111111111
3099,9.0,45.0,13.81,+,16.0,55.0,21.7,CoNFIG,FRII,146.30754166666665,16.922694444444446
3100,9.0,47.0,44.6,+,0.0,4.0,37.2,CoNFIG,FRII,146.9358333333333,0.077
3101,9.0,53.0,38.99,+,25.0,16.0,24.6,CoNFIG,FRII,148.41245833333332,25.2735
3102,9.0,54.0,56.81,+,17.0,43.0,31.5,CoNFIG,COMPACT,148.7367083333333,17.725416666666664
3103,9.0,54.0,7.03,+,21.0,22.0,35.9,CoNFIG,FRII,148.52929166666664,21.376638888888888
3104,9.0,56.0,49.88,+,25.0,15.0,15.9,CoNFIG,COMPACT,149.2078333333333,25.254416666666668
3106,9.0,58.0,28.78,-,1.0,39.0,59.3,CoNFIG,COMPACT,149.61991666666663,-1.666472222222222
3107,10.0,0.0,17.51,+,0.0,5.0,23.0,CoNFIG,FRII,150.0729583333333,0.0897222222222222
3108,10.0,0.0,21.95,+,22.0,33.0,18.2,CoNFIG,FRII,150.0914583333333,22.555055555555555
3109,10.0,0.0,28.11,+,14.0,1.0,34.1,CoNFIG,FRII,150.117125,14.02613888888889
3110,10.0,1.0,23.65,-,0.0,26.0,8.8,CoNFIG,FRII,150.34854166666668,-0.4357777777777778
3111,10.0,2.0,57.12,+,19.0,51.0,53.5,CoNFIG,FRI,150.73799999999997,19.86486111111111
3113,10.0,7.0,26.1,+,12.0,48.0,56.21,CoNFIG,FRII,151.85875,12.81561388888889
3114,10.0,7.0,41.51,+,13.0,56.0,29.3,CoNFIG,COMPACT,151.92295833333333,13.941472222222222
3116,10.0,9.0,55.5,+,14.0,1.0,54.1,CoNFIG,COMPACT,152.48125,14.031694444444446
3117,10.0,14.0,16.03,+,10.0,51.0,6.3,CoNFIG,FRII,153.56679166666663,10.85175
3118,10.0,14.0,47.05,+,23.0,1.0,12.7,CoNFIG,FRII,153.69604166666662,23.02019444444444
3119,10.0,14.0,48.92,+,8.0,52.0,58.8,CoNFIG,COMPACT,153.70383333333328,8.883000000000001
3121,10.0,17.0,49.77,+,27.0,32.0,7.7,CoNFIG,FRII,154.45737499999998,27.535472222222225
3124,10.0,24.0,29.63,-,0.0,52.0,55.2,CoNFIG,COMPACT,156.12345833333333,-0.882
3125,10.0,25.0,20.72,+,20.0,10.0,21.3,CoNFIG,FRII,156.3363333333333,20.172583333333336
3127,10.0,26.0,31.96,+,6.0,27.0,32.7,CoNFIG,FRII,156.63316666666665,6.459083333333334
3129,10.0,28.0,20.08,+,15.0,11.0,29.5,CoNFIG,COMPACT,157.08366666666663,15.19152777777778
3130,10.0,30.0,9.91,+,0.0,37.0,40.2,CoNFIG,FRII,157.54129166666664,0.6278333333333334
3132,10.0,33.0,28.31,+,17.0,42.0,44.7,CoNFIG,FRII,158.36795833333332,17.712416666666666
3137,10.0,49.0,26.18,-,2.0,54.0,52.7,CoNFIG,FRII,162.3590833333333,-2.914638888888889
3138,10.0,51.0,48.8,+,21.0,19.0,52.8,CoNFIG,COMPACT,162.95333333333332,21.331333333333333
3139,10.0,57.0,15.77,+,0.0,12.0,3.8,CoNFIG,COMPACT,164.3157083333333,0.2010555555555555
3141,11.0,2.0,24.97,-,2.0,35.0,34.1,CoNFIG,COMPACT,165.60404166666663,-2.592805555555556
3143,11.0,5.0,26.17,+,20.0,52.0,17.4,CoNFIG,COMPACT,166.35904166666666,20.8715
