,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
927,8.0,33.0,52.25003999999885,+,4.0,58.0,22.40003999999999,CRUMB,OTHER,128.4677085,4.9728889
960,8.0,47.0,38.00004000000243,+,18.0,31.0,55.99991999999872,CRUMB,OTHER,131.9083335,18.5322222
983,8.0,55.0,56.37000000000185,+,49.0,11.0,10.60007999999698,CRUMB,OTHER,133.984875,49.1862778
994,8.0,59.0,26.710079999997163,+,29.0,27.0,38.099879999998905,CRUMB,OTHER,134.86129199999996,29.4605833
1045,9.0,14.0,8.009879999997196,+,52.0,29.0,48.59987999999532,CRUMB,OTHER,138.53337449999998,52.4968333
1047,9.0,14.0,19.52988000000232,+,10.0,6.0,40.500000000000256,CRUMB,OTHER,138.58137449999998,10.11125
1057,9.0,16.0,47.75375999999781,+,38.0,18.0,5.868000000010625,CRUMB,OTHER,139.19897399999996,38.30163
1088,9.0,27.0,30.117240000001573,+,18.0,25.0,7.535999999996079,CRUMB,OTHER,141.8754885,18.41876
1095,9.0,29.0,47.07995999999838,+,51.0,56.0,55.20011999998872,CRUMB,OTHER,142.44616649999998,51.9486667
1127,9.0,42.0,14.240160000001651,+,6.0,27.0,52.40015999999905,CRUMB,OTHER,145.55933399999998,6.4645556
1151,9.0,49.0,42.78792000000266,-,0.0,50.0,24.288000000000096,CRUMB,OTHER,147.428283,-0.84008
1159,9.0,53.0,51.372239999998186,+,22.0,15.0,32.11199999999934,CRUMB,OTHER,148.46405099999998,22.25892
1183,10.0,0.0,37.0900799999994,+,39.0,59.0,11.500079999991044,CRUMB,OTHER,150.154542,39.9865278
1194,10.0,2.0,57.05879999999752,+,19.0,51.0,52.81200000000098,CRUMB,OTHER,150.73774499999996,19.86467
1210,10.0,7.0,49.29996000000003,-,4.0,53.0,41.99999999999847,CRUMB,OTHER,151.95541649999998,-4.894999999999999
1282,10.0,27.0,57.87000000000006,+,10.0,33.0,48.599999999998005,CRUMB,OTHER,156.99112499999998,10.5635
1285,10.0,29.0,33.80640000000298,+,29.0,55.0,2.244000000004576,CRUMB,OTHER,157.39086,29.91729
1302,10.0,34.0,35.810039999999645,+,25.0,18.0,17.89992000000609,CRUMB,OTHER,158.6492085,25.3049722
1330,10.0,42.0,28.500120000000635,+,34.0,5.0,58.7000400000079,CRUMB,OTHER,160.61875049999998,34.0996389
1361,10.0,51.0,9.133199999999562,+,10.0,38.0,27.42000000000047,CRUMB,OTHER,162.788055,10.64095
1379,10.0,55.0,21.24012000000306,+,37.0,26.0,52.59983999999008,CRUMB,OTHER,163.83850049999998,37.4479444
1382,10.0,56.0,30.61680000000223,+,2.0,32.0,44.95200000000011,CRUMB,OTHER,164.12757,2.54582
1418,11.0,6.0,49.66992000000175,+,13.0,55.0,10.300079999996823,CRUMB,OTHER,166.706958,13.9195278
1428,11.0,10.0,4.936799999997277,+,21.0,25.0,20.67599999999743,CRUMB,OTHER,167.52056999999996,21.42241
1449,11.0,15.0,7.999920000001026,+,25.0,18.0,43.99992000000282,CRUMB,OTHER,168.78333299999997,25.3122222
1457,11.0,18.0,0.6998400000018989,-,5.0,56.0,30.000119999999697,CRUMB,OTHER,169.502916,-5.9416667
1478,11.0,25.0,2.139599999999575,+,9.0,10.0,3.251999999998389,CRUMB,OTHER,171.25891499999997,9.16757
1580,11.0,50.0,59.9747999999984,+,42.0,16.0,12.07200000000853,CRUMB,OTHER,177.74989499999998,42.27002
1585,11.0,52.0,7.651199999996834,+,21.0,23.0,30.62399999999428,CRUMB,OTHER,178.03187999999997,21.39184
1604,11.0,56.0,27.970079999998063,+,39.0,10.0,40.299960000004376,CRUMB,OTHER,179.11654199999998,39.1778611
1637,12.0,4.0,48.519840000000016,+,38.0,1.0,40.10016000000235,CRUMB,OTHER,181.202166,38.0278056
1650,12.0,6.0,49.7199599999982,+,23.0,6.0,17.200080000002913,CRUMB,OTHER,181.7071665,23.1047778
1673,12.0,11.0,56.04000000000028,+,7.0,7.0,36.300000000001305,CRUMB,OTHER,182.9835,7.12675
1697,12.0,21.0,49.651200000000415,+,32.0,17.0,49.37999999999533,CRUMB,OTHER,185.45688,32.29705
1707,12.0,24.0,25.840079999998125,+,2.0,3.0,10.699920000000487,CRUMB,OTHER,186.107667,2.0529722
1719,12.0,26.0,53.90988000000277,+,4.0,29.0,18.8998800000006,CRUMB,OTHER,186.7246245,4.4885833
1728,12.0,29.0,7.169999999998424,+,31.0,37.0,31.10016000000286,CRUMB,OTHER,187.279875,31.6253056
1737,12.0,33.0,0.2998800000025881,+,6.0,3.0,26.099999999999284,CRUMB,OTHER,188.2512495,6.05725
1739,12.0,34.0,14.729879999998587,+,22.0,22.0,47.89992000000353,CRUMB,OTHER,188.5613745,22.3799722
1742,12.0,34.0,37.430040000002265,-,8.0,4.0,14.800080000000406,CRUMB,OTHER,188.6559585,-8.0707778
1746,12.0,36.0,47.72016000000164,+,55.0,24.0,51.50015999999539,CRUMB,OTHER,189.198834,55.4143056
1756,12.0,40.0,37.57439999999974,+,26.0,54.0,54.10800000000563,CRUMB,OTHER,190.15656,26.91503
1856,13.0,11.0,28.40640000000021,+,22.0,3.0,24.30000000000348,CRUMB,OTHER,197.86836,22.05675
1862,13.0,14.0,14.190000000001248,+,2.0,4.0,4.299960000000027,CRUMB,OTHER,198.559125,2.0678611
1890,13.0,21.0,24.220079999999346,+,5.0,3.0,43.30008000000028,CRUMB,OTHER,200.350917,5.0620278
1907,13.0,27.0,5.730119999999346,-,2.0,49.0,32.999880000000985,CRUMB,OTHER,201.7738755,-2.8258333
1926,13.0,32.0,24.770400000002297,+,18.0,21.0,0.5759999999960996,CRUMB,OTHER,203.10321,18.35016
1939,13.0,36.0,23.190119999998306,+,23.0,28.0,58.80000000000194,CRUMB,OTHER,204.0966255,23.483
1941,13.0,36.0,29.059920000001824,+,13.0,58.0,51.59999999999954,CRUMB,OTHER,204.121083,13.981
1967,13.0,43.0,37.85159999999948,+,49.0,46.0,26.363999999991847,CRUMB,OTHER,205.907715,49.77399
1980,13.0,46.0,16.355999999999824,+,36.0,8.0,59.99999999999488,CRUMB,OTHER,206.56815,36.15
2123,14.0,24.0,3.348000000002429,+,0.0,29.0,57.84000000000013,CRUMB,OTHER,216.01395,0.4994
2188,14.0,35.0,28.460399999999453,+,55.0,7.0,52.06799999999589,CRUMB,OTHER,218.868585,55.13113
2218,14.0,39.0,58.42007999999893,+,28.0,24.0,22.60008000000568,CRUMB,OTHER,219.993417,28.4062778
2231,14.0,43.0,0.1099200000017219,+,14.0,40.0,42.09996000000018,CRUMB,OTHER,220.750458,14.6783611
2256,14.0,48.0,24.649199999997933,+,28.0,7.0,9.012000000001592,CRUMB,OTHER,222.102705,28.11917
2263,14.0,49.0,21.52992000000168,+,50.0,19.0,45.30000000000655,CRUMB,OTHER,222.339708,50.32925
2281,14.0,52.0,23.59559999999689,+,61.0,17.0,7.475999999995793,CRUMB,OTHER,223.098315,61.28541
2307,14.0,57.0,22.65839999999912,+,2.0,32.0,56.436000000000206,CRUMB,OTHER,224.34441,2.54901
2332,15.0,1.0,28.25760000000073,+,21.0,34.0,23.84400000000028,CRUMB,OTHER,225.36774,21.57329
2349,15.0,4.0,8.079959999997612,+,57.0,49.0,22.5001200000014,CRUMB,OTHER,226.03366649999995,57.8229167
2353,15.0,4.0,55.56000000000182,+,56.0,49.0,20.30015999999989,CRUMB,OTHER,226.2315,56.8223056
2395,15.0,11.0,36.93012000000252,+,33.0,55.0,1.0999199999872644,CRUMB,OTHER,227.9038755,33.9169722
2455,15.0,23.0,27.7475999999983,+,11.0,30.0,24.22799999999725,CRUMB,OTHER,230.865615,11.50673
2474,15.0,26.0,48.955200000001184,+,37.0,20.0,33.93599999999424,CRUMB,OTHER,231.70398,37.34276
2479,15.0,27.0,37.109879999998014,+,18.0,22.0,51.30012000000079,CRUMB,OTHER,231.90462449999995,18.3809167
2508,15.0,34.0,21.4298400000024,+,33.0,34.0,35.90003999999624,CRUMB,OTHER,233.589291,33.5766389
2521,15.0,38.0,13.588799999998429,+,7.0,57.0,13.96799999999942,CRUMB,OTHER,234.55661999999995,7.95388
2522,15.0,38.0,56.55983999999748,+,21.0,44.0,57.2999999999999,CRUMB,OTHER,234.73566599999995,21.74925
2609,16.0,0.0,29.59991999999545,-,1.0,44.0,44.59991999999971,CRUMB,OTHER,240.123333,-1.7457222
2633,16.0,9.0,24.18012000000175,+,3.0,47.0,57.299999999999045,CRUMB,OTHER,242.3507505,3.79925
2660,16.0,18.0,3.574799999993843,+,12.0,11.0,32.60399999999862,CRUMB,OTHER,244.514895,12.19239
2726,16.0,57.0,31.93991999999384,+,43.0,19.0,55.49988000000269,CRUMB,OTHER,254.383083,43.3320833
2734,17.0,0.0,3.150000000002251,+,27.0,5.0,50.600039999994806,CRUMB,OTHER,255.013125,27.0973889
2754,17.0,15.0,35.67996000000022,+,27.0,52.0,10.0999200000021,CRUMB,OTHER,258.8986665,27.8694722
2760,17.0,22.0,18.959879999994484,+,31.0,3.0,23.799960000004887,CRUMB,OTHER,260.57899949999995,31.0566111
2769,21.0,1.0,10.71012000000394,+,2.0,6.0,27.50003999999993,CRUMB,OTHER,315.2946255,2.1076389
2775,21.0,29.0,1.0701600000052736,-,5.0,49.0,50.90015999999892,CRUMB,OTHER,322.254459,-5.8308056
2778,21.0,47.0,55.49999999999386,+,11.0,35.0,15.00000000000128,CRUMB,OTHER,326.98124999999993,11.5875
2779,21.0,48.0,1.2816000000026406,-,8.0,25.0,27.51600000000068,CRUMB,OTHER,327.00534,-8.42431
2797,22.0,51.0,22.55039999999809,+,0.0,35.0,12.155999999999809,CRUMB,OTHER,342.8439599999999,0.58671
2803,23.0,8.0,7.789919999998744,-,5.0,27.0,35.09999999999877,CRUMB,OTHER,347.032458,-5.45975
2890,10.0,34.0,17.86,+,50.0,13.0,30.2,CoNFIG,OTHER,158.57441666666665,50.22505555555556
2908,11.0,19.0,25.22,-,3.0,2.0,51.6,CoNFIG,OTHER,169.8550833333333,-3.0476666666666667
2910,11.0,20.0,43.07,+,23.0,27.0,55.3,CoNFIG,OTHER,170.17945833333332,23.46536111111111
2911,11.0,23.0,9.1,+,5.0,30.0,20.3,CoNFIG,OTHER,170.78791666666663,5.505638888888889
2930,11.0,56.0,3.67,+,58.0,47.0,5.4,CoNFIG,OTHER,179.01529166666666,58.78483333333333
2938,12.0,12.0,56.06,+,20.0,32.0,37.9,CoNFIG,OTHER,183.23358333333329,20.54386111111112
2980,13.0,27.0,31.71,+,31.0,51.0,27.3,CoNFIG,OTHER,201.882125,31.85758333333333
2995,13.0,57.0,53.77,+,0.0,46.0,32.8,CoNFIG,OTHER,209.47404166666664,0.7757777777777778
3002,14.0,17.0,23.95,-,4.0,0.0,46.6,CoNFIG,OTHER,214.34979166666665,-4.012944444444445
3014,14.0,48.0,39.98,+,0.0,18.0,17.9,CoNFIG,OTHER,222.1665833333333,0.3049722222222222
3027,15.0,16.0,56.61,+,18.0,30.0,21.6,CoNFIG,OTHER,229.235875,18.506
3036,15.0,37.0,32.39,+,13.0,44.0,47.7,CoNFIG,OTHER,234.3849583333333,13.746583333333332
3052,16.0,12.0,19.02,+,22.0,22.0,15.6,CoNFIG,OTHER,243.07925,22.371
3092,9.0,30.0,54.27,+,58.0,55.0,16.6,CoNFIG,OTHER,142.72612499999997,58.921277777777775
3135,10.0,46.0,34.99,+,15.0,43.0,47.2,CoNFIG,OTHER,161.64579166666667,15.72977777777778
3142,11.0,2.0,26.19,+,55.0,50.0,3.3,CoNFIG,OTHER,165.60912499999998,55.83425
3375,15.0,21.0,16.47,+,15.0,12.0,9.9,CoNFIG,OTHER,230.318625,15.20275
3384,15.0,23.0,56.93,+,10.0,55.0,44.1,CoNFIG,OTHER,230.9872083333333,10.928916666666666
3432,15.0,41.0,4.72,+,18.0,5.0,50.9,CoNFIG,OTHER,235.26966666666664,18.097472222222223
3443,15.0,45.0,55.05,+,19.0,6.0,29.3,CoNFIG,OTHER,236.479375,19.10813888888889
3461,15.0,52.0,10.54,+,18.0,42.0,7.8,CoNFIG,OTHER,238.04391666666663,18.702166666666667
3470,15.0,53.0,50.45,+,25.0,1.0,25.3,CoNFIG,OTHER,238.4602083333333,25.023694444444445
3480,15.0,55.0,52.29,+,13.0,18.0,37.5,CoNFIG,OTHER,238.967875,13.310416666666669
3481,15.0,56.0,30.55,+,22.0,7.0,29.7,CoNFIG,OTHER,239.12729166666665,22.124916666666667
3494,14.0,8.0,33.31,+,1.0,16.0,22.1,CoNFIG,OTHER,212.13879166666663,1.2728055555555555
3496,14.0,8.0,46.83,+,1.0,33.0,56.6,CoNFIG,OTHER,212.195125,1.5657222222222222
3497,14.0,8.0,52.43,+,2.0,42.0,48.6,CoNFIG,OTHER,212.2184583333333,2.7135
3511,14.0,10.0,35.33,-,0.0,41.0,53.3,CoNFIG,OTHER,212.6472083333333,-0.6981388888888889
3516,14.0,11.0,14.61,+,2.0,17.0,22.5,CoNFIG,OTHER,212.810875,2.2895833333333333
3546,14.0,16.0,59.89,-,0.0,57.0,31.9,CoNFIG,OTHER,214.24954166666663,-0.958861111111111
3548,14.0,18.0,24.53,-,1.0,20.0,1.0,CoNFIG,OTHER,214.60220833333327,-1.333611111111111
3565,14.0,21.0,42.64,+,1.0,24.0,42.5,CoNFIG,OTHER,215.42766666666665,1.4118055555555555
3571,14.0,23.0,44.68,+,1.0,20.0,36.8,CoNFIG,OTHER,215.93616666666665,1.3435555555555554
3593,14.0,27.0,11.2,-,1.0,52.0,12.7,CoNFIG,OTHER,216.79666666666665,-1.8701944444444445
3601,14.0,29.0,4.11,+,2.0,51.0,39.9,CoNFIG,OTHER,217.267125,2.861083333333333
3610,14.0,30.0,36.51,+,0.0,33.0,41.4,CoNFIG,OTHER,217.652125,0.5615
3655,14.0,38.0,0.61,+,2.0,37.0,3.2,CoNFIG,OTHER,219.50254166666664,2.617555555555556
4440,0.0,3.0,31.218000000000067,+,0.0,28.0,4.249200000000073,FRGMRC,BENT,0.8800750000000003,0.467847
4443,0.0,41.0,51.58608000000058,+,0.0,28.0,36.22080000000004,FRGMRC,BENT,10.464942,0.476728
4448,1.0,14.0,25.792320000001467,+,0.0,29.0,36.76919999999996,FRGMRC,BENT,18.607468000000004,0.493547
4450,1.0,19.0,1.53912000000048,-,10.0,3.0,29.080800000000263,FRGMRC,BENT,19.756413,-10.058078
4456,2.0,45.0,58.0308000000025,-,6.0,48.0,59.23080000000056,FRGMRC,BENT,41.491795,-6.816453
4457,2.0,46.0,12.407280000000611,-,8.0,47.0,54.72960000000128,FRGMRC,BENT,41.551697,-8.798536
4459,3.0,11.0,47.76672000000325,+,1.0,8.0,51.79919999999967,FRGMRC,BENT,47.949028000000006,1.147722
4460,7.0,0.0,30.261600000006084,+,49.0,46.0,51.44160000001193,FRGMRC,BENT,105.12609000000002,49.780956
4461,7.0,14.0,5.714400000005995,+,51.0,0.0,7.498799999996208,FRGMRC,BENT,108.52381,51.002083
4462,7.0,14.0,23.64720000000581,+,40.0,16.0,4.764000000016608,FRGMRC,BENT,108.59853,40.267990000000005
4465,7.0,21.0,7.948800000003473,+,36.0,39.0,14.255999999992357,FRGMRC,BENT,110.28312,36.65396
4466,7.0,27.0,25.442400000004568,+,31.0,9.0,26.215199999994923,FRGMRC,BENT,111.85601,31.157282
4467,7.0,29.0,29.414400000002985,+,59.0,49.0,42.26519999996924,FRGMRC,BENT,112.37256,59.82840699999999
4469,7.0,34.0,42.25440000000589,+,36.0,11.0,34.954800000010664,FRGMRC,BENT,113.67606,36.193043
4471,7.0,35.0,40.20480000000418,+,25.0,10.0,14.53440000000228,FRGMRC,BENT,113.91752,25.170704
4473,7.0,36.0,18.53400000000562,+,24.0,11.0,4.671599999998364,FRGMRC,BENT,114.077225,24.184631
4475,7.0,38.0,48.768000000004434,+,41.0,59.0,23.84159999999781,FRGMRC,BENT,114.7032,41.989956
4477,7.0,41.0,43.10640000000518,+,17.0,41.0,12.987600000003283,FRGMRC,BENT,115.42961,17.686941
4478,7.0,43.0,5.791200000004153,+,27.0,10.0,26.421599999994783,FRGMRC,BENT,115.77413,27.174006
4482,7.0,53.0,47.23920000000817,+,23.0,1.0,56.92080000000402,FRGMRC,BENT,118.44683,23.032478
4488,8.0,3.0,37.18680000000461,+,10.0,50.0,45.57120000000268,FRGMRC,BENT,120.904945,10.845992
4489,8.0,4.0,31.4280000000052,+,19.0,22.0,12.928799999999114,FRGMRC,BENT,121.13095,19.370258
4491,8.0,7.0,21.38160000000397,+,14.0,16.0,19.08120000000665,FRGMRC,BENT,121.83909,14.271967000000002
4497,8.0,16.0,52.39200000000409,+,41.0,33.0,26.49600000000987,FRGMRC,BENT,124.2183,41.55736
4498,8.0,16.0,59.89920000000467,+,57.0,16.0,34.67999999999677,FRGMRC,BENT,124.24958,57.2763
4499,8.0,18.0,0.928800000004486,+,49.0,56.0,1.8599999999986487,FRGMRC,BENT,124.50387,49.93385
4500,8.0,18.0,3.8688000000061606,+,54.0,37.0,8.508000000007883,FRGMRC,BENT,124.51612000000002,54.61903
4503,8.0,19.0,39.74640000001045,+,57.0,45.0,59.9183999999724,FRGMRC,BENT,124.91561000000004,57.76664399999999
4509,8.0,24.0,43.728000000006375,+,52.0,0.0,26.697599999997124,FRGMRC,BENT,126.1822,52.007416
4511,8.0,27.0,18.312000000005497,+,46.0,35.0,10.895999999996777,FRGMRC,BENT,126.8263,46.58636
4514,8.0,28.0,34.96080000000788,+,32.0,28.0,28.03080000001444,FRGMRC,BENT,127.14567000000002,32.474453000000004
4515,8.0,29.0,10.502400000006986,+,63.0,22.0,37.60680000000491,FRGMRC,BENT,127.29376000000002,63.377113
4524,8.0,39.0,30.29280000000213,+,59.0,49.0,47.26560000000632,FRGMRC,BENT,129.87622,59.829796
4529,8.0,46.0,54.57360000000847,-,1.0,31.0,48.28080000000028,FRGMRC,BENT,131.72739,-1.530078
4533,8.0,49.0,33.85679999999937,+,28.0,22.0,10.603200000000186,FRGMRC,BENT,132.39106999999998,28.369612
4534,8.0,50.0,53.27280000000485,+,13.0,49.0,16.111200000006534,FRGMRC,BENT,132.72197,13.821142000000002
4535,8.0,51.0,5.479200000003601,+,8.0,51.0,18.871200000001807,FRGMRC,BENT,132.77283,8.855242
4536,8.0,51.0,16.240800000005038,+,8.0,27.0,23.184000000002243,FRGMRC,BENT,132.81767,8.45644
4542,8.0,58.0,15.25920000000383,+,50.0,53.0,25.6451999999922,FRGMRC,BENT,134.56358,50.890457
4544,8.0,58.0,44.5392000000102,+,17.0,10.0,0.1020000000025334,FRGMRC,BENT,134.68558000000002,17.166695
4548,9.0,6.0,16.123200000007785,+,44.0,19.0,3.856799999994678,FRGMRC,BENT,136.56718,44.317738
4556,9.0,10.0,42.0312000000024,+,38.0,41.0,21.18119999999749,FRGMRC,BENT,137.67513,38.689217
4558,9.0,12.0,13.358400000010135,+,13.0,39.0,15.130800000002722,FRGMRC,BENT,138.05566000000002,13.654203
4559,9.0,12.0,42.984000000007256,-,4.0,40.0,29.6507999999983,FRGMRC,BENT,138.1791,-4.674903
4560,9.0,13.0,25.19280000001104,+,12.0,27.0,45.96119999999814,FRGMRC,BENT,138.35497000000004,12.462767
4561,9.0,13.0,32.33760000000572,+,18.0,26.0,3.602399999999193,FRGMRC,BENT,138.38474,18.434334
4562,9.0,13.0,37.21920000000381,+,3.0,17.0,20.507999999999527,FRGMRC,BENT,138.40508,3.28903
4565,9.0,16.0,39.14400000000043,+,5.0,25.0,50.60999999999929,FRGMRC,BENT,139.1631,5.430725
4566,9.0,17.0,8.203200000001516,+,55.0,9.0,4.525200000003906,FRGMRC,BENT,139.28418,55.151257
4567,9.0,17.0,39.1704000000135,+,2.0,45.0,23.670000000000897,FRGMRC,BENT,139.41321000000005,2.756575
4569,9.0,19.0,44.99520000000231,+,36.0,9.0,44.182799999996405,FRGMRC,BENT,139.93748,36.162273
4576,9.0,24.0,29.32800000000157,+,14.0,14.0,4.808400000000859,FRGMRC,BENT,141.1222,14.234669
4577,9.0,25.0,39.06000000000276,+,36.0,27.0,5.579999999990832,FRGMRC,BENT,141.41275,36.45155
4578,9.0,26.0,12.348000000006609,+,32.0,47.0,21.228000000012344,FRGMRC,BENT,141.55145000000002,32.78923
4579,9.0,26.0,45.09600000001171,+,3.0,9.0,27.219599999999424,FRGMRC,BENT,141.68790000000004,3.157561
4580,9.0,27.0,2.988000000005826,+,54.0,23.0,51.86399999999594,FRGMRC,BENT,141.76245,54.39774
4596,9.0,43.0,34.20000000001025,-,5.0,7.0,38.679600000001386,FRGMRC,BENT,145.8925,-5.127411
4598,9.0,44.0,55.01520000000667,-,6.0,16.0,8.641199999999003,FRGMRC,BENT,146.22923,-6.269067
4601,9.0,47.0,2.407200000009908,+,34.0,3.0,11.754000000011615,FRGMRC,BENT,146.76003000000003,34.053265
4602,9.0,47.0,15.888000000007736,+,52.0,51.0,5.198400000002721,FRGMRC,BENT,146.8162,52.851444
4605,9.0,50.0,7.372800000009505,+,43.0,44.0,0.4199999999917736,FRGMRC,BENT,147.53072000000003,43.73345
4607,9.0,51.0,2.368800000010083,+,10.0,22.0,16.651200000001438,FRGMRC,BENT,147.75987000000003,10.371292
4611,9.0,53.0,28.132800000010576,+,29.0,24.0,36.619199999997534,FRGMRC,BENT,148.36722000000003,29.410172
4614,9.0,55.0,39.33120000000869,+,1.0,35.0,31.34039999999999,FRGMRC,BENT,148.91388,1.5920390000000002
4615,9.0,56.0,3.232800000005085,+,23.0,38.0,10.82760000000576,FRGMRC,BENT,149.01347,23.636341
4616,9.0,56.0,41.76960000000719,+,18.0,35.0,42.20880000000591,FRGMRC,BENT,149.17404000000002,18.595058
4617,9.0,57.0,0.6000000000045702,-,6.0,44.0,8.638799999999094,FRGMRC,BENT,149.2525,-6.735733
4618,9.0,57.0,16.408800000001662,+,19.0,6.0,51.26399999999563,FRGMRC,BENT,149.31837,19.11424
4619,9.0,57.0,59.55600000000871,+,3.0,27.0,17.251199999999614,FRGMRC,BENT,149.49815,3.454792
4620,9.0,58.0,0.192000000008079,+,19.0,16.0,11.136000000005597,FRGMRC,BENT,149.50080000000003,19.26976
4621,9.0,59.0,52.144800000001936,+,24.0,47.0,53.10960000000506,FRGMRC,BENT,149.96726999999998,24.798086
4629,10.0,5.0,15.343200000004488,+,22.0,10.0,42.54959999999812,FRGMRC,BENT,151.31393,22.178486
4639,10.0,12.0,5.9832000000088215,+,8.0,41.0,44.50920000000323,FRGMRC,BENT,153.02493,8.695697000000001
4640,10.0,12.0,20.152800000007005,+,36.0,39.0,35.8775999999898,FRGMRC,BENT,153.08397000000002,36.659966
4643,10.0,14.0,42.7200000000083,+,0.0,38.0,7.00080000000014,FRGMRC,BENT,153.67800000000005,0.635278
4646,10.0,16.0,2.3592000000066093,+,24.0,0.0,16.08120000000639,FRGMRC,BENT,154.00983000000002,24.004467
4649,10.0,18.0,0.8928000000058489,+,63.0,52.0,28.02000000001101,FRGMRC,BENT,154.50372000000002,63.87445
4651,10.0,19.0,31.665600000006435,+,14.0,2.0,50.16840000000002,FRGMRC,BENT,154.88194,14.047269
4653,10.0,20.0,0.8232000000084838,+,17.0,14.0,56.11920000000112,FRGMRC,BENT,155.00343,17.248922
4655,10.0,22.0,16.8168000000054,-,4.0,20.0,54.12119999999874,FRGMRC,BENT,155.57007000000002,-4.348367
4656,10.0,22.0,54.74400000001182,+,42.0,16.0,33.24000000000012,FRGMRC,BENT,155.72810000000004,42.2759
4659,10.0,25.0,1.2888000000053523,+,4.0,1.0,52.94999999999895,FRGMRC,BENT,156.25537,4.031375
4671,10.0,35.0,2.618400000003618,+,42.0,55.0,48.36000000001093,FRGMRC,BENT,158.76091,42.9301
4672,10.0,36.0,5.767200000011883,+,0.0,6.0,6.80399999999997,FRGMRC,BENT,159.02403000000004,0.10189
4673,10.0,36.0,36.24480000000659,+,38.0,35.0,8.196000000009462,FRGMRC,BENT,159.15102000000002,38.58561
4675,10.0,37.0,37.38240000000232,+,36.0,25.0,24.49200000000644,FRGMRC,BENT,159.40576,36.42347
4678,10.0,39.0,38.90640000001028,+,55.0,37.0,42.77280000000758,FRGMRC,BENT,159.91211,55.628548
4679,10.0,39.0,47.00400000001025,-,6.0,45.0,27.3888000000008,FRGMRC,BENT,159.94585000000004,-6.757608
4682,10.0,41.0,4.55280000000414,+,33.0,55.0,11.70480000000964,FRGMRC,BENT,160.26897,33.919918
4686,10.0,45.0,1.2456000000078404,+,12.0,58.0,5.829600000003126,FRGMRC,BENT,161.25519000000003,12.968286
4687,10.0,45.0,16.800000000007742,+,23.0,51.0,45.20879999999977,FRGMRC,BENT,161.32000000000002,23.862558
4689,10.0,46.0,45.86880000001315,+,31.0,44.0,26.88000000000045,FRGMRC,BENT,161.69112000000004,31.7408
4690,10.0,46.0,46.86000000000462,+,12.0,10.0,41.91960000000279,FRGMRC,BENT,161.69525,12.178311
4696,10.0,49.0,14.09280000000578,+,0.0,59.0,45.20400000000038,FRGMRC,BENT,162.30872,0.99589
4697,10.0,49.0,33.7584000000048,+,44.0,45.0,47.350800000009485,FRGMRC,BENT,162.39066,44.763153
4698,10.0,51.0,39.59520000000808,+,58.0,7.0,53.306399999989935,FRGMRC,BENT,162.91498,58.131474
4712,11.0,4.0,43.89120000000787,+,47.0,26.0,54.11039999999275,FRGMRC,BENT,166.18288,47.448364
4714,11.0,5.0,55.11120000000602,-,0.0,3.0,33.63119999999999,FRGMRC,BENT,166.47963,-0.059342
4734,11.0,18.0,34.17840000000936,+,31.0,15.0,24.15600000000637,FRGMRC,BENT,169.64241,31.25671
4739,11.0,20.0,40.516800000006015,+,29.0,12.0,26.03879999999521,FRGMRC,BENT,170.16882,29.207233
4741,11.0,21.0,18.271200000007468,-,0.0,13.0,34.9212,FRGMRC,BENT,170.32613,-0.226367
4746,11.0,24.0,46.44000000000816,+,28.0,57.0,6.271199999997918,FRGMRC,BENT,171.1935,28.951742
4751,11.0,26.0,55.74480000001017,+,40.0,3.0,32.695199999987494,FRGMRC,BENT,171.73227000000003,40.059082
4753,11.0,29.0,23.70000000001,+,21.0,1.0,19.6247999999963,FRGMRC,BENT,172.34875000000002,21.022118
4756,11.0,31.0,31.512000000007987,+,1.0,28.0,45.220799999999954,FRGMRC,BENT,172.8813,1.4792280000000002
4766,11.0,38.0,28.36320000000441,+,15.0,54.0,58.04999999999709,FRGMRC,BENT,174.61818,15.916125
4767,11.0,40.0,19.33680000000848,+,53.0,50.0,30.74279999999873,FRGMRC,BENT,175.08057000000002,53.841873
4770,11.0,41.0,10.972800000006233,+,5.0,43.0,51.6611999999985,FRGMRC,BENT,175.29572000000002,5.731017
4779,11.0,43.0,40.144800000009866,+,7.0,29.0,51.36000000000095,FRGMRC,BENT,175.91727000000003,7.4976
4788,11.0,49.0,29.527200000008094,+,49.0,11.0,32.10000000000491,FRGMRC,BENT,177.37303,49.19225
4791,11.0,51.0,46.941600000005366,+,4.0,22.0,21.56880000000136,FRGMRC,BENT,177.94559,4.372658
4792,11.0,52.0,35.6352000000075,+,42.0,29.0,4.3260000000037735,FRGMRC,BENT,178.14848,42.484535
4796,11.0,54.0,24.51360000000648,+,2.0,6.0,43.85160000000031,FRGMRC,BENT,178.60214000000002,2.112181
4797,11.0,55.0,5.529600000003399,+,21.0,26.0,30.31800000000203,FRGMRC,BENT,178.77303999999998,21.441755
4800,11.0,55.0,13.490400000016225,-,0.0,31.0,52.82040000000002,FRGMRC,BENT,178.80621000000005,-0.531339
4801,11.0,55.0,49.53120000000837,+,10.0,59.0,30.50880000000248,FRGMRC,BENT,178.95638000000002,10.991808
4809,12.0,1.0,18.196800000007727,+,6.0,18.0,59.32800000000114,FRGMRC,BENT,180.32582,6.31648
